pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met
HD 5583 b,1837.0574,12.8,139.35,0.53,1.01,9.09,4830.0,-0.5
Kepler-26 c,6.2,2.72,17.2559,0.10725,0.544,0.512,3914.0,-0.13
Kepler-447 b,435.41,18.49,7.79430132,0.0769,1.0,1.05,5493.0,0.07
OGLE-2011-BLG-0265L b,280.0,13.9,,1.89,0.211,,,
HD 130322 b,365.49,13.7,10.70871,0.0925,0.92,0.85,5387.0,-0.02
OGLE-2012-BLG-0563L b,120.0,13.6,,0.74,0.34,,,
Kepler-296 d,5.02,2.09,19.850291,0.118,0.498,0.48,3740.0,-0.08
Pr0211 c,2475.8957,12.6,4850.0,5.5,0.935,0.827,5300.0,0.18
BD+15 2375 b,337.21763,13.8,153.22,0.576,1.08,8.95,4649.0,-0.22
Kepler-60 d,4.16,1.99,11.8981,0.10203,1.041,1.257,5905.0,-0.09
HD 1666 b,2040.0,12.7,270.0,0.94,1.5,1.93,6317.0,0.37
