pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
Kepler-941 b,9.69,3.08,17.42395198,0.1311,0.89,0.86,5539.0,-0.15,9.69,0.9863237770507653,0.4885507165004443,1.2411466655080174,3.146103896103896
Kepler-1832 b,2.02,1.22719556,3.138789892,0.037,0.684,0.722,5242.0,-0.54,2.02,0.3053513694466238,0.08891377532802512,0.49676224535949026,1.6460294233789439
TOI-833 b,2.15,1.27,1.0418777,0.0171,0.61,0.6,3920.0,,2.15,0.33243845991560533,0.10380372095595687,0.017816742636826047,1.6929133858267715
HD 38283 b,127.132,14.0,363.20001,1.02,1.37,1.49,5981.0,-0.18,127.132,2.1042548792262,1.146128035678238,2.5601458518064946,9.080857142857143
Kepler-341 b,1.76,1.18,5.195528,0.06,0.976,1.024,6012.0,0.07,1.76,0.24551266781414982,0.07188200730612536,0.7156296896861251,1.4915254237288136
Kepler-1669 b,8.15,2.78043818,9.51216,0.0745,0.67,0.714145,4303.0,-0.23,8.15,0.9111576087399766,0.44411324345775355,0.978279146754947,2.931192665466851
Kepler-295 c,1.71,1.17,21.526258,0.142,0.89,0.898,5603.0,-0.03,1.71,0.23299611039215382,0.06818586174616162,1.3329685411474683,1.4615384615384617
Kepler-1802 b,3.43,1.671,15.45020008,0.0662,0.649,0.637,4245.0,0.0,3.43,0.5352941200427705,0.22297644989339135,1.1889341079082516,2.0526630760023936
TOI-6008 b,4.0,1.03,0.8574347,0.010777,0.23,0.242,3075.0,0.3,4.0,0.6020599913279624,0.012837224705172217,-0.06679894476569467,3.883495145631068
Kepler-1437 b,2.45,1.37,10.9295461,0.0951,0.93,0.9,5557.0,-0.02,2.45,0.3891660843645325,0.1367205671564068,1.0386021262352865,1.7883211678832116
Kepler-330 b,2.39,1.35,8.25978,0.075,0.848,0.722,5117.0,0.16,2.39,0.3783979009481377,0.13033376849500614,0.9169684800009598,1.7703703703703704
Kepler-100 c,7.05,2.2,12.8159,0.11061,1.08,1.49,5825.0,0.02,7.05,0.8481891169913987,0.3424226808222063,1.1077491100371641,3.204545454545454
Kepler-554 b,17.0,4.29,1.902208556,0.03022,0.93,0.92,5447.0,0.14,17.0,1.2304489213782739,0.6324572921847242,0.27925813076886685,3.9627039627039626
Kepler-208 e,2.79,1.48,16.259458,0.132,1.082,1.314,6092.0,-0.0423,2.79,0.44560420327359757,0.17026171539495738,1.2111060645340392,1.885135135135135
Kepler-1287 b,2.99,1.54,11.47685909,0.0976,0.96,0.94,5715.0,-0.05,2.99,0.4756711883244297,0.18752072083646307,1.059823049514894,1.9415584415584417
Kepler-646 b,4.62,1.99,15.87364565,0.11251,0.93,0.91,5634.0,-0.07,4.62,0.6646419755561255,0.29885307640970665,1.2006766812507474,2.321608040201005
Kepler-1880 b,5.13,2.11686218,6.309219837,0.054,0.524,0.53,4380.0,-0.92,5.13,0.7101173651118162,0.32569258385130145,0.7999756601263294,2.423398201577771
Kepler-587 b,5.6,2.23,10.94027841,0.0952,0.92,0.89,5549.0,-0.05,5.6,0.7481880270062004,0.34830486304816066,1.039028374135273,2.5112107623318383
K2-240 c,3.89,1.8,20.523,0.1159,0.58,0.54,3810.0,-0.1,3.89,0.5899496013257077,0.25527250510330607,1.312240845144212,2.161111111111111
Kepler-1495 b,8.96,2.94,85.273256,0.3677,1.03,1.04,5831.0,0.06,8.96,0.9523080096621253,0.46834733041215726,1.9308128460234792,3.047619047619048
Kepler-508 b,3.33,1.64,25.30889748,0.17274,1.16,1.25,6025.0,0.18,3.33,0.5224442335063199,0.21484384804769785,1.4032732265971595,2.030487804878049
HD 191939 f,915.34581216,13.2,2898.0,3.71,0.81,0.94,5348.0,-0.15,915.34581216,2.9615851989188235,1.1205739312058498,3.462098381135156,69.34437970909092
K2-413 b,0.363,0.7599,0.8094,0.0117,0.808,0.7,4116.0,-0.205,0.363,-0.4400933749638875,-0.11924355548978958,-0.09183679994445211,0.4776944334780892
KOI-351 h,203.0,11.252,331.60296,0.97062,1.242,1.185,6031.13,0.083,203.0,2.307496037913213,1.0512297234931633,2.5206183985547406,18.04123711340206
K2-19 c,11.0,4.1,11.906,0.0982,0.88,0.82,5322.0,0.06,11.0,1.0413926851582251,0.6127838567197355,1.0757658782157347,2.682926829268293
TOI-3160 A b,378.21580433,13.7646283,3.971281,0.0505,1.088,1.346,6190.0,-0.114,378.21580433,2.5777396725521236,1.1387644882002177,0.5989306179709022,27.47737142527852
Kepler-1333 b,8.3,2.81,109.6471842,0.4382,0.94,0.92,5628.0,-0.04,8.3,0.919078092376074,0.4487063199050799,2.0399974832355734,2.9537366548042705
Kepler-1715 b,16.0,4.14042267,35.59730148,0.22429,1.082,1.209,6212.0,-0.04,16.0,1.2041199826559248,0.6170446778066313,1.5514170767154256,3.864339772828072
Kepler-1885 b,2.89,1.51110555,2.522559881,0.036,0.977,0.86,5591.0,0.07,2.89,0.4608978427565479,0.17929480066039144,0.40184148439525175,1.9125070383071523
TOI-1803 c,8.0,4.29,12.885779,0.097,0.756,0.715,4687.0,0.014,8.0,0.9030899869919435,0.6324572921847242,1.110110678624207,1.8648018648018647
Kepler-1116 b,6.99,2.54,41.6977827,0.233,0.95,0.93,5641.0,0.01,6.99,0.8444771757456814,0.40483371661993806,1.6201129617661498,2.751968503937008
Kepler-232 b,9.69,3.08,4.431222,0.054,0.97,0.968,5847.0,0.03,9.69,0.9863237770507653,0.4885507165004443,0.6465235083163858,3.146103896103896
HD 141399 d,375.0394,13.7,1069.8,2.09,1.07,1.387236,5600.0,0.35,375.0394,2.574076895204363,1.1367205671564067,3.0293025935589983,27.37513868613139
Kepler-398 d,0.615,0.88,6.83437001,0.0618,0.72,0.67,4557.0,-0.06,0.615,-0.21112488422458328,-0.05551732784983137,0.8346984876250553,0.6988636363636364
Kepler-577 b,7.04,2.55,25.69578251,0.1348,0.78,0.73,4984.0,-0.14,7.04,0.8475726591421122,0.4065401804339551,1.4098618477304907,2.7607843137254906
Kepler-953 b,16.5,4.21,88.40655258,0.392,0.95,0.99,5416.0,0.26,16.5,1.2174839442139063,0.6242820958356683,1.9464844555546112,3.9192399049881237
HD 124330 b,238.37130525,14.0,270.66,0.86,1.15,1.30446,5873.0,0.22,238.37130525,2.3772539745512926,1.146128035678238,2.4324240774813544,17.02652180357143
Kepler-1966 b,1.39,1.10479327,8.617429733,0.0763,0.797,0.84,5009.0,0.16,1.39,0.14301480025409505,0.043281020014125295,0.9353777508331298,1.2581539349891222
Kepler-212 c,7.95,2.74,31.805174,0.207,1.166,1.455,5852.0,0.22,7.95,0.9003671286564703,0.437750562820388,1.5024977758607714,2.901459854014598
HD 238914 b,1906.98,12.8,4100.0,5.7,1.47,12.73,4769.0,-0.25,1906.98,3.280346138281881,1.1072099696478683,3.6127838567197355,148.9828125
Kepler-44 b,317.82,12.22,3.2467293,0.0446,1.12,1.35,5800.0,0.15,317.82,2.5021812233192415,1.0870712059065355,0.5114460803053623,26.008183306055646
Kepler-158 b,5.14,2.12,16.709184,0.111,0.655,0.624,4623.0,-0.3,5.14,0.7109631189952758,0.32633586092875144,1.2229552414583018,2.424528301886792
Kepler-1080 b,10.8,3.28,77.2548396,0.3781,1.1,1.16,5956.0,0.09,10.8,1.0334237554869496,0.5158738437116791,1.8879256951614631,3.2926829268292686
Kepler-1228 b,2.99,1.54,0.577369579,0.01186,0.78,0.74,5063.0,-0.18,2.99,0.4756711883244297,0.18752072083646307,-0.23854610237508095,1.9415584415584417
TOI-5786 b,73.0,8.54,12.779107,0.114,1.23,1.36,6235.0,0.08,73.0,1.863322860120456,0.931457870689005,1.106500506520146,8.5480093676815
Kepler-1850 b,0.313,0.72909663,1.385800004,0.0206,0.611,0.6,4239.0,-0.22,0.313,-0.5044556624535516,-0.13721490913783685,0.14170055825094624,0.42929837708891894
75 Cet c,289.85950718,13.9,2051.62,3.929,1.92,10.38,4809.0,0.1,289.85950718,2.4621875494820156,1.1430148002540952,3.3120969240880527,20.853201955395683
TOI-2345 b,3.49,1.504,1.0528573,0.01705,0.727,0.729,4687.0,-0.1,3.49,0.5428254269591799,0.17724783625562343,0.022369512664861778,2.3204787234042556
DMPP-1 e,4.13,1.86,5.516,0.0651,1.21,1.26,6196.0,,4.13,0.615950051656401,0.26951294421791633,0.7416242575038121,2.2204301075268815
Kepler-260 c,3.68,1.74,76.050178,0.332,1.013,0.862,5250.0,0.29,3.68,0.5658478186735176,0.24054924828259971,1.881100234882473,2.1149425287356323
Kepler-1460 b,4.5,1.96,29.9633247,0.1614,0.7,0.67,4422.0,-0.02,4.5,0.6532125137753437,0.292256071356476,1.4765900005746333,2.295918367346939
HD 133131 B b,794.575,13.3,5769.0,6.15,0.93,0.989538,5805.0,-0.281,794.575,2.900134896570275,1.1238516409670858,3.7611005389581424,59.74248120300752
WASP-138 b,387.7526,12.21781,3.634433,0.0494,1.22,1.36,6272.0,-0.09,387.7526,2.5885547185729854,1.0869933671052752,0.5604366671405004,31.736669665021797
TOI-5181 A b,330.54154328,13.34989601,3.8922295,0.0522,1.25,1.53,6060.0,0.208,330.54154328,2.519226050458373,1.1254778827448584,0.590198439932663,24.759859030542366
Kepler-599 b,8.45,2.84,15.65562652,0.1128,0.83,0.79,5127.0,-0.02,8.45,0.9268567089496923,0.45331834004703764,1.1946704522617353,2.975352112676056
Kepler-575 b,6.3,2.39,9.37891944,0.0788,0.97,0.95,5710.0,0.0,6.3,0.7993405494535817,0.3783979009481377,0.9721528055136444,2.6359832635983262
EPIC 246851721 b,953.49,11.780659,6.180235,0.07229,1.317,1.586,6202.0,0.141,953.49,2.9793161426178996,1.0711695851928937,0.7910049892090182,80.93689835178151
HD 1461 b,6.44,2.42,5.77152,0.0634,1.02,1.152288,5765.0,0.19,6.44,0.8088858673598122,0.38381536598043126,0.7612902049544389,2.6611570247933884
Gl 725 A b,2.78,1.48,11.2201,0.068,0.33,0.351,3433.0,-0.19,2.78,0.4440447959180762,0.17026171539495738,1.0499967276202011,1.8783783783783783
Kepler-1218 b,2.67,1.44,22.9221266,0.15698,1.06,1.1,5986.0,-0.02,2.67,0.42651126136457523,0.15836249209524964,1.3602549068294607,1.8541666666666667
Kepler-1891 b,2.93,1.52139156,4.02229023,0.0473,0.873,0.827,5516.0,-0.14,2.93,0.4668676203541095,0.18224100265411652,0.6044734040876621,1.9258684463847031
Kepler-782 b,10.4,3.21,158.6853308,0.54494,0.98,1.01,5867.0,-0.14,10.4,1.0170333392987803,0.5065050324048721,2.2005367815307295,3.2398753894081
Kepler-330 c,4.46,1.95,15.955387,0.116,0.848,0.722,5117.0,0.16,4.46,0.6493348587121419,0.290034611362518,1.2029073425267824,2.287179487179487
Kepler-987 b,10.7,3.26,105.3033148,0.4238,0.97,0.91,5637.0,0.01,10.7,1.0293837776852097,0.5132176000679389,2.0224420423791245,3.2822085889570554
Kepler-385 d,7.36,2.6186448,56.4159,0.2872,1.05,1.157,5829.0,0.01,7.36,0.8668778143374989,0.4180765935524892,1.7514015208112537,2.8106141008509438
Kepler-115 c,7.27,2.6,8.990889,0.087,1.042,1.205,5979.0,-0.0499,7.27,0.8615344108590378,0.414973347970818,0.9538026359719398,2.796153846153846
TOI-2120 b,6.8,2.122,5.7998164,0.0377,0.211,0.245,3131.0,0.39,6.8,0.8325089127062363,0.32674537956532185,0.7634142456786374,3.2045240339302548
KOI-1833 d,11.02,2.58,7.685,0.0634,0.681,0.667,4413.0,0.13,11.02,1.0421815945157662,0.41161970596323016,0.8856438718357639,4.271317829457364
Kepler-734 b,12.4,3.56,6.104852856,0.0583,0.85,0.78,5326.0,-0.17,12.4,1.0934216851622351,0.5514499979728752,0.7856752006973846,3.4831460674157304
HD 104067 c,13.2,3.69,13.8992,0.1058,0.82,0.78,4952.0,0.11,13.2,1.1205739312058498,0.5670263661590603,1.1429898041689115,3.5772357723577235
Kepler-514 b,3.61,1.72,5.65179605,0.06559,1.28,1.44,6106.0,0.36,3.61,0.557507201905658,0.2355284469075489,0.7521864815633387,2.0988372093023258
Kepler-1456 b,1.55,1.14,18.1373829,0.1132,0.64,0.62,4231.0,-0.09,1.55,0.1903316981702915,0.05690485133647256,1.258574621528604,1.3596491228070178
TOI-1411 b,2.0,1.19880592,1.4520527,0.02122,0.6045,0.614,4115.0,0.012,2.0,0.3010299956639812,0.07874887893241989,0.161982378694558,1.6683267630176533
Kepler-1614 b,2.83,1.49,3.9466141,0.0471,0.79,0.76,5121.0,-0.17,2.83,0.45178643552429026,0.17318626841227402,0.5962246631490032,1.8993288590604027
CoRoT-20 b,1366.669,9.41556,9.24285,0.09,1.14,1.02,5880.0,0.14,1366.669,3.135663343477824,0.9738461552265331,0.9658059050326123,145.15004949254217
K2-187 d,6.35,2.4,7.149584,0.072,0.966999,0.83,5438.0,0.0,6.35,0.8027737252919757,0.38021124171160603,0.8542807730233983,2.6458333333333335
HD 44219 b,184.34047606,14.1,472.0,1.26,1.2,1.32,5752.0,0.03,184.34047606,2.26562070472253,1.14921911265538,2.673941998634088,13.073792628368794
Kepler-142 c,8.55,2.86,4.761702,0.057,0.978,1.269,5790.0,0.05,8.55,0.9319661147281727,0.456366033129043,0.6777622126133299,2.98951048951049
HD 72659 b,949.67128012,13.2,3549.0,4.607,1.033,1.36,5929.0,-0.02,949.67128012,2.977573304304783,1.1205739312058498,3.550105999347593,71.94479394848486
Kepler-652 b,6.76,2.49,4.182002531,0.04958,0.97,0.88,5490.0,0.17,6.76,0.829946695941636,0.3961993470957364,0.6213842913221602,2.7148594377510036
TOI-332 b,57.2,3.2,0.777038,0.0159,0.88,0.87,5251.0,0.256,57.2,1.7573960287930241,0.505149978319906,-0.10955774209127034,17.875
K2-62 b,4.74,2.02,6.67199,0.0636,0.67,0.696,4455.0,-0.1,4.74,0.6757783416740851,0.3053513694466238,0.8242553867082084,2.3465346534653464
K2-224 b,3.05,1.56,4.47904,0.0516,0.91,0.84,5620.0,-0.19,3.05,0.48429983934678583,0.1931245983544616,0.6511849409224076,1.9551282051282048
Kepler-1066 b,6.17,2.36,1.931559839,0.0298,0.98,0.98,5762.0,-0.03,6.17,0.7902851640332417,0.37291200297010657,0.2859081669695542,2.614406779661017
Kepler-1315 c,4.06,1.84398883,6.566060066,0.0635,0.809,0.856,4818.0,0.56,4.06,0.608526033577194,0.2657582859778841,0.8173048513164147,2.20174869497447
TOI-375 d,445.59542661,13.6,297.9,0.984,1.441,2.9,5259.9,0.084,445.59542661,2.6489407247863337,1.1335389083702174,2.4740705032150436,32.76436960367647
KIC 9663113 b,19.2,4.6,572.3847,1.55346,0.98,1.03,6065.0,-0.28,19.2,1.2833012287035497,0.6627578316815741,2.7576880164322883,4.173913043478261
NGTS-12 b,66.10864,11.747032,7.532806,0.0757,1.021,1.589,5690.0,-0.03,66.10864,1.820258222860999,1.0699281518123593,0.8769567827499342,5.6276887642767965
Kepler-1240 b,1.6,1.15,4.8663815,0.05791,0.98,0.96,5682.0,0.04,1.6,0.2041199826559248,0.06069784035361165,0.6872061524473075,1.3913043478260871
HD 26161 b,9045.39646322,11.9,10942.29013,10.087,1.12,1.455981,6057.62,-0.0095,9045.39646322,3.9564276069078583,1.0755469613925308,4.039108225720885,760.1173498504202
Kepler-1323 b,2.92,1.52,0.929906678,0.01911,1.18,1.4,6169.0,0.02,2.92,0.4653828514484183,0.18184358794477254,-0.03156063344956384,1.9210526315789473
TOI-2379 b,1830.69162432,11.72459381,5.4693827,0.05263,0.645,0.622,3707.0,0.501,1830.69162432,3.262615194582805,1.0690978058322127,0.7379383126017942,156.14115541969466
Kepler-657 b,12.2,3.52,24.54350418,0.17337,1.01,1.01,5808.0,0.03,12.2,1.0863598306747482,0.5465426634781311,1.389936568879666,3.465909090909091
HD 170469 b,209.7678,14.1,1145.0,2.24,1.1,1.24,5842.0,0.29,209.7678,2.321738823440106,1.14921911265538,3.0588054866759067,14.877148936170213
Kepler-139 d,2.0,1.695,7.305699922,0.0755533961,1.078,1.045,5622.0,0.35,2.0,0.3010299956639812,0.229169702539101,0.8636618298118458,1.1799410029498525
Kepler-1639 b,7.18,2.58,9.878482,0.0932,1.12,1.18,6150.0,-0.03,7.18,0.8561244442423003,0.41161970596323016,0.994690212839225,2.782945736434108
TOI-2580 b,200.23189641,17.37392009,3.39775,0.048,1.33,1.81,6120.0,0.26,200.23189641,2.301533260613174,1.2398978196777242,0.5311914211443575,11.52485422822041
Kepler-1000 b,20.3,4.76,120.0181272,0.5326,1.4,1.51,6453.0,0.35,20.3,1.307496037913213,0.6776069527204931,2.07924684561745,4.264705882352941
TOI-2088 b,37.0,3.6831179,124.72997,0.472,0.9027,0.8481,5081.0,0.339,37.0,1.568201724066995,0.5662156212442355,2.095970817887401,10.045836436569136
HIP 98599 b,2177.12458795,12.7,2656.0,3.96,1.19,1.39484,5978.0,-0.12,2177.12458795,3.3378832826520184,1.1038037209559568,3.42422807069598,171.42713290944886
K2-154 b,4.62,1.99,3.67626,0.0405,0.65,0.63,4097.0,0.21,4.62,0.6646419755561255,0.29885307640970665,0.5654062188653909,2.321608040201005
Kepler-240 b,2.45,1.37,4.144495,0.048,0.868,0.739,4985.0,0.41,2.45,0.3891660843645325,0.1367205671564068,0.6174716200311335,1.7883211678832116
HIP 38594 c,48.4,7.94,3477.768,3.805,0.61,0.626646,4086.3,,48.4,1.6848453616444126,0.8998205024270963,3.5413006070857773,6.095717884130982
Kepler-145 c,79.4,4.32,42.882,0.26244,1.32,1.85,6022.0,-0.0014,79.4,1.8998205024270962,0.6354837468149122,1.6322750324848108,18.37962962962963
Kepler-144 b,2.33,1.33,5.885273,0.066,1.154,1.235,6075.0,-0.1848,2.33,0.367355921026019,0.12385164096708581,0.7697666132531394,1.7518796992481203
TOI-1846 b,3.87,1.792,3.9306737,0.03646,0.418,0.397,3568.0,0.169,3.87,0.5877109650189114,0.2533380053261064,0.5944669928988899,2.1595982142857144
Kepler-1957 b,0.79,0.94374867,2.186619997,0.0299,0.745,0.772,4904.0,0.0,0.79,-0.10237290870955855,-0.02514364740203265,0.33977331548145473,0.8370872723984872
Kepler-219 b,9.01,2.95,4.585512,0.057,1.164,1.491,5786.0,0.36,9.01,0.9547247909790629,0.46982201597816303,0.661387834304933,3.054237288135593
TIC 365102760 b,19.2,6.21,4.21285367,0.0622,1.17,3.13,4900.0,0.09,19.2,1.2833012287035497,0.7930916001765802,0.6245763745279378,3.0917874396135265
Kepler-1153 b,3.64,1.73,1.755835327,0.0277,0.91,0.88,5470.0,0.03,3.64,0.561101383649056,0.2380461031287954,0.2444837826812768,2.1040462427745665
Kepler-327 b,1.41,1.11,2.549575,0.029,0.591913,0.492,3799.0,-0.2,1.41,0.14921911265537988,0.045322978786657475,0.4064677919877665,1.2702702702702702
K2-72 b,1.28,1.08,5.577212,0.04,0.271365,0.330989,3360.47,,1.28,0.10720996964786837,0.03342375548694973,0.7464171531306607,1.1851851851851851
TOI-5126 c,14.2,3.86,17.8999,0.1439,1.24,1.241,6150.0,0.18,14.2,1.1522883443830565,0.5865873046717549,1.25285060474696,3.6787564766839376
Kepler-405 b,4.98,2.08,10.613839,0.095,0.873,0.893,5818.0,-0.06,4.98,0.6972293427597176,0.31806333496276157,1.0258724955845013,2.394230769230769
Kepler-1421 b,0.749,0.93,6.9131112,0.07576,1.25,1.42,6335.0,0.05,0.749,-0.12551818230053352,-0.03151705144606486,0.8396735427290956,0.8053763440860214
Kepler-1288 b,1.46,1.12,2.76122421,0.04135,1.2,1.29,6132.0,0.14,1.46,0.1643528557844371,0.04921802267018165,0.44110167256188354,1.3035714285714284
GJ 1151 c,10.62,3.25,389.7,0.5714,0.1639,0.1781,3280.0,-0.12,10.62,1.0261245167454502,0.5118833609788743,2.5907304057926903,3.2676923076923075
Kepler-80 c,6.74,2.74,9.52355,0.0792,0.73,0.678,4540.0,0.04,6.74,0.8286598965353198,0.437750562820388,0.9787988662441818,2.45985401459854
Kepler-925 b,6.08,2.34,33.8678531,0.1805,0.77,0.72,4673.0,0.12,6.08,0.7839035792727349,0.3692158574101428,1.5297876673746331,2.5982905982905984
Kepler-194 d,6.35,2.4,52.814973,0.275,0.94,1.025,6089.0,-0.03,6.35,0.8027737252919757,0.38021124171160603,1.722757062106477,2.6458333333333335
Kepler-945 b,7.41,2.63,31.0033814,0.2037,0.97,0.97,5718.0,-0.01,7.41,0.8698182079793282,0.41995574848975786,1.491409062972194,2.817490494296578
HD 156846 b,3391.2461,12.4,359.51001,1.12,1.38,1.9,6090.0,0.15,3391.2461,3.530359307322707,1.0934216851622351,2.555710987145164,273.4875887096774
TOI-2025 b,1144.1822652,11.89272852,8.8720982,0.0892,1.199,1.459,5977.0,0.15,1144.1822652,3.05849521192688,1.0752815051851912,0.9480263401160924,96.20855830315381
Kepler-1878 b,8.86,2.92019781,4.445879936,0.0521,0.956,0.865,5918.0,-0.26,8.86,0.9474337218870508,0.4654122709284746,0.6479577301045937,3.0340410398431192
Kepler-1447 b,8.75,2.9,56.6747285,0.2836,0.97,0.95,5722.0,-0.03,8.75,0.9420080530223133,0.4623979978989561,1.753389448318021,3.0172413793103448
Kepler-1805 b,3.0,1.54502915,8.847940445,0.0699,0.581,0.552,3867.0,0.1,3.0,0.47712125471966244,0.1889366776538773,0.946842190758214,1.941710937945734
TOI-261.01,9.51,3.0449863,3.3639254,0.034792189,0.496728,1.28018,5890.3,-0.35,9.51,0.9781805169374139,0.48358534299589356,0.5268463561129173,3.1231667610458542
Kepler-370 b,3.15,1.59,4.57953,0.054,0.982,0.9,5852.0,0.1323,3.15,0.4983105537896005,0.2013971243204515,0.6608209083792982,1.981132075471698
Kepler-956 b,9.27,3.0,5.248672631,0.06017,1.1,1.15,6040.0,0.02,9.27,0.9670797341444971,0.47712125471966244,0.7200494858974998,3.09
HD 63433 b,21.755,2.14,7.1079475,0.072,0.956,0.934,5553.0,-0.07,21.755,1.3375590876287358,0.33041377334919086,0.8517442114033114,10.16588785046729
Kepler-1142 b,2.76,1.47,18.3027248,0.1343,0.97,0.96,5685.0,0.02,2.76,0.4409090820652177,0.1673173347481761,1.2625157497038573,1.8775510204081631
Kepler-853 b,3.5,1.69,7.16892463,0.079,1.3,1.55,6350.0,0.07,3.5,0.5440680443502757,0.22788670461367352,0.8554540144846318,2.0710059171597632
TOI-2529 b,743.71847238,11.54525012,64.5949,0.327,1.11,1.7,5802.0,0.1,743.71847238,2.8714085685697355,1.0624033460500035,1.810198230235136,64.41770118878983
KOI-1599.01,4.6,1.9,20.4415,0.14728,1.02,0.972,5833.0,0.06,4.6,0.6627578316815741,0.2787536009528289,1.310512761219076,2.4210526315789473
Kepler-1759 b,0.676,0.9037791,3.720230103,0.0429,0.76,0.797,5017.0,-0.02,0.676,-0.17005330405836405,-0.04393770600063637,0.5705698026164683,0.7479703834709168
Kepler-1215 b,1.98,1.22,4.76703963,0.0528,0.95,0.93,5616.0,0.01,1.98,0.2966651902615311,0.08635983067474821,0.6782487623778028,1.6229508196721312
Kepler-1733 b,12.8,3.63582354,9.229579926,0.0933,1.273,1.252,6320.0,0.24,12.8,1.1072099696478683,0.5606027971396021,0.9651819350484679,3.5205228909431616
Kepler-357 c,7.61,2.67,16.85837,0.12,0.794,0.834,5036.0,0.06,7.61,0.8813846567705729,0.42651126136457523,1.2268155813072839,2.850187265917603
Kepler-194 c,7.22,2.59,17.308032,0.131,0.94,1.025,6089.0,-0.03,7.22,0.8585371975696391,0.4132997640812518,1.2382476894739118,2.787644787644788
Kepler-1056 b,9.32,3.01,27.495606,0.1629,1.12,1.2,6127.0,0.02,9.32,0.9694159123539814,0.47856649559384334,1.4392632959239082,3.0963455149501664
Kepler-1424 b,1.65,1.16,29.6091744,0.19068,1.02,1.07,5838.0,0.01,1.65,0.21748394421390627,0.06445798922691845,1.4714262980166875,1.4224137931034484
Kepler-1642 c,7.56,2.66,6.6513802,0.0678,0.88,0.84,5355.0,-0.01,7.56,0.8785217955012065,0.424881636631067,0.8229117732803614,2.8421052631578942
HD 164595 b,16.14,4.16,40.0,0.23,0.99,1.023606,5790.0,-0.04,16.14,1.2079035303860517,0.6190933306267428,1.6020599913279623,3.8798076923076925
K2-24 c,16.4,7.93,42.34732,0.262,1.091,1.185,5726.0,0.41,16.4,1.2148438480476977,0.8992731873176038,1.6268259306988295,2.0680958385876416
