pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
Teegarden's Star d,0.82,0.954,26.13,0.0791,0.097,0.12,3034.0,-0.11,0.82,-0.08618614761628333,-0.020451625295904902,1.4171394097273255,0.859538784067086
TOI-782 b,19.1,2.734,8.0240015,0.0578,0.397,0.413,3370.0,0.34,19.1,1.2810333672477277,0.4367985102318035,0.9043910011990095,6.986100950987565
HD 4732 c,1069.49258955,13.1,3184.2,4.725,1.39,5.03,4898.0,-0.01,1069.49258955,3.029177779717558,1.1172712956557642,3.5030003380130292,81.6406556908397
HD 4732 b,631.2072163,13.4,371.74,1.129,1.39,5.03,4898.0,-0.01,631.2072163,2.800171955317579,1.1271047983648077,2.5702392946029167,47.10501614179105
ome Ser b,233.92170755,14.0,278.59,0.838,1.01,10.99,4724.0,-0.12,233.92170755,2.3690705254933784,1.146128035678238,2.4449655233486656,16.708693396428572
TOI-2010 b,408.7273314,11.81426566,141.834025,0.5516,1.112,1.079,5929.0,0.168,408.7273314,2.6114336797456708,1.0724067323398483,2.151780427583089,34.596084357899905
TOI-1273 b,70.55790635,11.09689089,4.631296,0.0549,1.06,1.06,5690.0,0.07,70.55790635,1.8485456855856106,1.0452013158625881,0.665702538942179,6.358349113226255
TOI-904 b,6.46,2.426,10.8772,0.056,0.557,0.527,3770.2,0.022,6.46,0.8102325179950841,0.3848907965305542,1.0365171140156604,2.662819455894476
HD 2952 b,284.77425267,13.9,312.08,1.117,1.91,10.9,4853.0,0.0,284.77425267,2.4545007208186678,1.1430148002540952,2.494265937303735,20.487356307194243
TOI-2416 b,953.485221,9.86390302,8.275479,0.0831,1.118,1.236,5808.0,0.32,953.485221,2.979313965879255,0.9940487937087314,0.9177931409415595,96.66409118852022
TOI-2373 b,2955.8041851,10.42435205,13.33668,0.112,1.041,1.102,5651.0,0.3,2955.8041851,3.4706756597135278,1.0180490698947218,1.125047730845053,283.54800096184397
TOI-904 c,5.34,2.167,83.9997,0.312,0.557,0.527,3770.2,0.022,5.34,0.7275412570285564,0.33585891131981793,1.924277735007391,2.4642362713428705
TOI-4860 b,86.7,8.7,1.5227591,0.01808,0.34,0.358,3260.0,0.27,86.7,1.9380190974762104,0.9395192526186185,0.1826312035226472,9.965517241379311
TOI-4633 c,123.0,3.2,271.9445,0.847,1.1,1.05,5800.0,0.2379,123.0,2.089905111439398,0.505149978319906,2.434480279757901,38.4375
gam Lib b,357.87478628,13.7,414.88,1.319,1.78,12.38,4879.0,-0.27,357.87478628,2.553731101672493,1.1367205671564067,2.6179224994252763,26.12224717372263
HD 47366 b,661.71874337,13.4,360.08,1.207,1.81,7.3,4866.0,-0.02,661.71874337,2.8206734363314845,1.1271047983648077,2.5563989999304226,49.3819957738806
HD 47366 c,483.73483545,13.5,677.53,1.84,1.81,7.3,4866.0,-0.02,483.73483545,2.6846073635905556,1.130333768495006,2.830928529872649,35.83221003333333
Kepler-100 e,24.14271827,5.27,60.888588,0.312391586,1.097,1.5,5884.0,0.1,24.14271827,1.3827861664738366,0.7218106152125465,1.7845359029275938,4.581160962049336
NGTS-27 b,188.47224535,15.64773706,3.3704181,0.0446,1.07,1.77,5700.0,0.0,188.47224535,2.2752474045215507,1.194451539747303,0.5276837783965671,12.044696599087663
HD 134606 d,44.8,7.59,966.5,1.941,1.046,1.158,5576.0,0.343,44.8,1.651278013998144,0.8802417758954804,2.985201858364572,5.902503293807642
HATS-2 b,435.42491759,12.57647635,1.35413379,0.02317,0.904,0.876,5227.0,0.15,435.42491759,2.638913278315999,1.0995589784614392,0.13166157527102723,34.6221712244543
gam Cep b,2097.6674862,12.7,913.0,2.13,1.27,4.74,4775.0,0.18,2097.6674862,3.3217366467014613,1.1038037209559568,2.960470777534299,165.17066820472442
TOI-5398 c,11.8,3.52,4.77271,0.057,1.146,1.051,6000.0,0.09,11.8,1.0718820073061255,0.5465426634781311,0.678765046512477,3.3522727272727275
HD 134606 f,5.63,2.24,26.915,0.1784,1.046,1.158,5576.0,0.343,5.63,0.7505083948513462,0.35024801833416286,1.4299943841517067,2.5133928571428568
HD 134606 e,2.34,1.33,4.3203,0.0527,1.046,1.158,5576.0,0.343,2.34,0.3692158574101428,0.12385164096708581,0.6355139051067823,1.7593984962406013
TOI-238 c,6.7,2.18,8.465651,0.0749,0.79,0.733,5059.0,-0.114,6.7,0.8260748027008264,0.33845649360460484,0.9276603605355364,3.073394495412844
HIP 66074 b,1589.142035,12.9,310.9,0.799,0.705,0.69,4300.0,0.12,1589.142035,3.2011627154956113,1.110589710299249,2.492620722043192,123.1893050387597
HAT-P-19 b,88.03846874,11.29865255,4.00878322,0.04599,0.807,0.773,4962.0,0.166,88.03846874,1.944672480228974,1.0530266536610806,0.6030125718645694,7.79194407035731
Kepler-849 b,298.75870258,8.08167508,394.62508,1.137,1.259,1.822,5950.0,0.145,298.75870258,2.4753205647592913,0.9075013858493077,2.596184682942225,36.96742316693088
TOI-1853 b,73.2,3.46,1.2436258,0.0213,0.837,0.808,4985.0,0.11,73.2,1.8645110810583918,0.5390760987927766,0.09468972324684262,21.15606936416185
TOI-5126 b,20.2,4.74,5.4588385,0.06519,1.24,1.241,6150.0,0.18,20.2,1.3053513694466237,0.6757783416740851,0.737100245872852,4.261603375527426
Kepler-1513 b,48.30991786,8.594,160.8842,0.56971,0.943,0.95,5491.0,0.17,48.30991786,1.6840362990684061,0.9341953493478844,2.2065133953125473,5.621354184314638
HAT-P-51 b,97.57332095,13.50682174,4.21802091,0.05042,0.961,0.995,5453.0,0.302,97.57332095,1.98933108664123,1.1305531681807972,0.625108728337348,7.2240030133099244
Kepler-553 c,2129.4503269,11.57887706,328.24017,0.898,0.889,0.902,5191.0,0.152,2129.4503269,3.328267513860419,1.0636664427857956,2.5161917288858695,183.9081903940692
Kepler-111 c,222.4798849,7.0840758,224.77833,0.751,1.118,1.145,5914.0,0.237,222.4798849,2.3472907511738494,0.8502831995176994,2.3517544402820105,31.405633025552888
14 And b,1131.15130051,13.1,186.76,0.775,1.78,11.55,4888.0,-0.21,1131.15130051,3.0535206991622865,1.1172712956557642,2.271283865258768,86.34742751984733
18 Del b,2926.24614325,12.5,982.85,2.476,2.1,8.8,4980.0,-0.06,2926.24614325,3.466310854311226,1.0969100130080565,2.9924872419998882,234.09969146
GJ 724 b,10.75,3.27,5.101284,0.04685,0.5271,0.52226,3799.0,-0.02,10.75,1.0314084642516241,0.5145477526602861,0.7076795023587695,3.287461773700306
Kepler-553 b,116.00736855,4.74139884,4.030467,0.04766,0.889,0.902,5191.0,0.152,116.00736855,2.064485575597349,0.675906489114716,0.605355369657917,24.466907860887737
6 Lyn b,597.83523357,13.4,919.86,2.028,1.32,4.94,4941.0,-0.17,597.83523357,2.7765815067121506,1.1271047983648077,2.9637217340258637,44.61456966940298
4 UMa b,2511.48007211,12.6,270.27,0.877,1.234,18.11,4415.0,-0.25,2511.48007211,3.3999297365043284,1.100370545117563,2.4317978416383057,199.3238152468254
TOI-4641 b,1229.99593509,8.18255591,22.09341,0.173,1.41,1.72,6560.0,-0.09,1229.99593509,3.089903676178504,0.9128889814498283,1.3442627520819144,150.31928270564057
CI Tau c,1144.1822652,13.0,25.2,0.17,0.9,1.880857,3807.0,,1144.1822652,3.05849521192688,1.1139433523068367,1.4014005407815442,88.0140204
TOI-1994 b,7024.0077947,13.67495645,4.0337142,0.0613,1.86,2.3,7700.0,-0.01,7024.0077947,3.846584984844703,1.1359259519301628,0.6057051239808622,513.6402313515229
TOI-4515 b,637.0,12.17,15.266446,0.118,0.949,0.86,5433.0,0.05,637.0,2.8041394323353503,1.085290578230065,1.1837379458819175,52.341824157765
HD 145457 b,888.01256916,13.2,176.13,0.762,1.9,9.9,4757.0,-0.14,888.01256916,2.948419112938734,1.1205739312058498,2.245833335097326,67.27367948181819
HD 167042 b,444.00628458,13.6,417.67,1.22,1.39,4.63,4919.0,-0.01,444.00628458,2.6473891172747526,1.1335389083702174,2.620833282298022,32.647520925
LHS 1678 c,1.4,0.941,3.694284,0.0327,0.345,0.329,3490.0,,1.4,0.146128035678238,-0.026410376572743116,0.5675302790013097,1.487778958554729
HD 173416 b,585.12209729,13.4,322.03,1.158,2.0,13.5,4683.0,-0.22,585.12209729,2.767246499665834,1.1271047983648077,2.5078963320298726,43.66582815597015
HD 32518 b,905.49313154,13.2,157.35,0.594,1.13,10.22,4580.0,-0.15,905.49313154,2.9568851603976305,1.1205739312058498,2.196866747249239,68.59796451060606
HS Psc b,464.02947422,13.6,3.986,0.0435,0.69,0.65,4203.0,-0.05,464.02947422,2.6665455669440297,1.1335389083702174,0.6005372943644688,34.11981428088235
HD 81688 b,525.68818518,13.5,183.93,0.648,1.07,11.13,4797.0,-0.32,525.68818518,2.720728216377773,1.130333768495006,2.2646525708468968,38.93986556888889
kap CrB b,689.6911,13.3,1253.68,2.5,1.33,4.68,4840.0,0.09,689.6911,2.838654621746767,1.1238516409670858,3.0981866976037997,51.85647368421052
TOI-4559 b,2.59,1.415,3.965991,0.0359,0.392,0.374,3558.0,-0.09,2.59,0.4132997640812518,0.15075643986030904,0.5983517243284942,1.8303886925795052
11 Com b,4914.89848585,12.2,323.21,1.178,2.09,13.76,4874.0,-0.26,4914.89848585,3.6915145521802657,1.0863598306747482,2.50948478922394,402.86053162704917
nu Oph b,7057.73298,12.0,529.93,1.765,2.61,12.24,4887.0,0.1,7057.73298,3.848665223376993,1.0791812460476249,2.724218506164001,588.144415
TOI-4377 b,304.1617855,15.10970598,4.378081,0.0579,1.36,3.52,4974.0,0.205,304.1617855,2.483104648937864,1.1792560134782752,0.6412837922998925,20.130225293768426
HD 76920 b,994.80291391,13.1,415.891,1.091,1.0,8.33,4664.0,-0.19,994.80291391,2.9977370487060413,1.1172712956557642,2.618979522210019,75.93915373358779
75 Cet b,787.89662095,13.3,696.62,1.912,1.92,10.38,4809.0,0.1,787.89662095,2.8964692379257606,1.1238516409670858,2.842995938920596,59.24034743984963
LHS 3154 b,13.15,3.69,3.71778,0.02262,0.1118,0.1405,2861.0,,13.15,1.1189257528257768,0.5670263661590603,0.5702836867772194,3.5636856368563685
TOI-1269 b,6.4,2.40144286,4.2529913,0.0496,0.9027,0.8521,5499.0,-0.049,6.4,0.8061799739838872,0.3804722574826116,0.6286944943138688,2.6650644521269187
Kepler-23 d,4.44,2.206,15.27,0.12012,1.078,1.548,5828.0,-0.112,4.44,0.6473829701146199,0.3436055081041718,1.1838390370564211,2.012692656391659
TOI-3919 b,1233.17421916,12.31866979,7.433234,0.0795,1.208,1.319,6100.0,0.175,1233.17421916,3.0910244367538,1.090563813830617,0.871177804713236,100.1061186136397
TOI-1288 b,44.1,4.96846551,2.6998279,0.0374,0.9552,0.9583,5388.0,0.257,44.1,1.6444385894678386,0.6962222793893572,0.43133608102473003,8.875979899878585
GJ 238 b,0.126,0.566,1.7446999,0.02123,0.4193,0.4314,3485.0,0.15,0.126,-0.8996294548824371,-0.24718356881172862,0.24172073617637752,0.22261484098939932
Kepler-49 c,8.38,2.444,10.91,0.07821,0.607,0.618,4095.6,0.03,8.38,0.9232440186302765,0.38810120157051664,1.0378247505883418,3.428805237315876
TOI-5301 b,1182.32167404,13.09208946,5.858858,0.073,1.483,2.19,6240.0,0.03,1182.32167404,3.0727356510414903,1.1170089642384422,0.7678129722243177,90.30809617153349
TOI-5232 b,743.71847238,12.778238,4.0966692,0.05593,1.389,1.785,6500.0,-0.104,743.71847238,2.8714085685697355,1.1064709727868949,0.6124308967296104,58.201958077475155
TOI-1410.01,12.5,3.10083009,1.21687,0.0207,0.7941,0.7558,4635.0,0.328,12.5,1.0969100130080565,0.4914779697210182,0.08524418439415661,4.031178631912721
TOI-1386 b,45.8,6.2163865,25.8401,0.173,1.0363,1.0235,5735.0,0.149,45.8,1.6608654780038692,0.7935380086241018,1.4122941900259935,7.367624262101463
Kepler-128 c,3.38,1.521,22.8,0.16517,1.184,1.659,6072.0,-0.03,3.38,0.5289167002776547,0.1821292140529984,1.3579348470004537,2.2222222222222223
TOI-1451 b,15.2,2.61143902,16.537944,0.127,1.0022,1.0162,5801.0,0.019,15.2,1.1818435879447726,0.41687988903316525,1.2184815170088,5.820545639239165
TIC 4672985 b,4049.13390518,11.5004142,69.048,0.33,1.01,1.15,5757.0,0.14,4049.13390518,3.607362139158924,1.0607134822262196,1.8391511036019321,352.085919234109
TOI-5218 b,657.0,9.86,4.291452,0.0469,0.739,0.708,4230.0,0.41,657.0,2.8175653695597807,0.9938769149412112,0.6326042592932605,66.63286004056795
Kepler-305 d,6.2,2.76,16.74,0.12091,0.827,0.792,5090.0,0.09,6.2,0.7923916894982539,0.4409090820652177,1.2237554536572413,2.246376811594203
TOI-1601 b,387.0,14.19902343,5.33175,0.069,1.5055,2.195,5982.0,0.343,387.0,2.5877109650189114,1.1522584758234278,0.7268697776199375,27.255395549410682
TOI-1444 b,3.58,1.41792246,0.4702743,0.0116,0.9513,0.9105,5460.0,0.146,3.58,0.5538830266438743,0.15165248182385677,-0.32764875434589996,2.5248207155135973
TOI-1736 b,12.3,3.18175535,7.073076,0.073,1.0373,1.4286,5636.0,0.148,12.3,1.089905111439398,0.5026667830321968,0.8496083245893463,3.8657906240339948
TOI-5634 A b,588.0,10.42,2.2035373,0.0272,0.556,0.54,3896.0,-0.27,588.0,2.7693773260761385,1.0178677189635057,0.3431204063535709,56.4299424184261
TOI-1683.01,7.45,2.6382,3.0575356,0.036507593,0.694661,0.7,4402.0,,7.45,0.8721562727482929,0.4213077160033499,0.4853715223865069,2.8238950799787736
TOI-1298 b,99.0,9.65807033,4.537143,0.057,1.2187,1.4536,5752.0,0.397,99.0,1.99563519459755,0.9848903636051954,0.6567824674150612,10.250494831507403
TOI-1751 b,19.5,2.9507845,37.46852,0.215,0.9382,1.3137,5970.0,-0.373,19.5,1.290034611362518,0.46993749351273845,1.5736665388763593,6.608412101934248
K2-419 A b,196.0,10.55,20.35847252,0.1208,0.562,0.541,3711.0,-0.11,196.0,2.292256071356476,1.0232524596337116,1.3087451901175262,18.5781990521327
HIP 97166 b,19.1,2.4801338,10.288914,0.091,0.9342,0.8418,5216.0,0.248,19.1,1.2810333672477277,0.39447511108194555,1.0123695371824921,7.701197411204187
TOI-1776 b,1.4,1.21612741,2.799868,0.0378,0.9196,0.9356,5785.0,-0.193,1.4,0.146128035678238,0.08497907704303043,0.4471375569768871,1.1511951695916467
BD-14 3065 b,3932.0,21.59,4.2889731,0.0656,1.41,2.35,6935.0,-0.34,3932.0,3.594613509160098,1.3342526423342307,0.6323533223971056,182.12135247799907
HIP 97166 c,8.0,2.75,16.432,0.124,0.9342,0.8418,5216.0,0.248,8.0,0.9030899869919435,0.43933269383026263,1.215690426253203,2.909090909090909
TOI-1794 b,8.7,3.29701268,8.765528,0.082,0.9698,1.3162,5631.0,0.035,8.7,0.9395192526186185,0.5181206174020069,0.9427780813630742,2.6387523629420797
TOI-663 c,3.65,2.26,4.6955507,0.0437,0.514,0.512,3681.0,0.07,3.65,0.5622928644564748,0.35410843914740087,0.6716865341837688,1.6150442477876108
TOI-1246 c,9.1,2.45109846,5.904137,0.061,0.8889,0.8649,5213.0,0.168,9.1,0.9590413923210935,0.3893607571010517,0.7711564263308581,3.7126211568016734
TOI-1842 b,89.4,12.3485023,9.5739181,0.1,1.4643,2.032,6039.0,0.332,89.4,1.9513375187959177,1.091614286965017,0.9810897079934121,7.23974436964716
TOI-1824 b,16.0,2.7438269,22.808533,0.151,0.8801,0.8123,5165.0,0.124,16.0,1.2041199826559248,0.43835670953249245,1.3580973532076726,5.8312716447236514
SPECULOOS-3 b,0.894,0.977,0.71912603,0.00733,0.1009,0.123,2800.0,0.07,0.894,-0.04866248120408232,-0.010105436281226938,-0.1431949909285566,0.9150460593654043
TOI-3071 b,68.2,7.16,1.266938,0.0249,1.29,1.31,6177.0,0.35,68.2,1.833784374656479,0.8549130223078556,0.10275536238406414,9.525139664804469
TOI-1246 e,14.5,3.5141875,37.92548,0.212,0.8889,0.8649,5213.0,0.168,14.5,1.1613680022349748,0.5458249296245458,1.5789310860977166,4.126131573799065
TOI-2019 b,34.4,5.33275337,15.3444,0.128,1.1832,1.7457,5626.0,0.409,34.4,1.5365584425715302,0.726951498829163,1.1859499112244307,6.450701469436228
TIC 139270665 c,1554.18091023,12.9,1010.0,2.0,1.035,1.016,5844.0,0.156,1554.18091023,3.191501570283213,1.110589710299249,3.0043213737826426,120.47914032790698
HD 48948 b,4.88,2.06,7.34013,0.0652,0.686,0.679,4593.0,-0.21,4.88,0.6884198220027106,0.31386722036915343,0.8657037517120763,2.3689320388349513
HD 93963 A c,18.4,3.11976057,3.6451389,0.04726,1.0844,1.0311,5908.0,0.11,18.4,1.2648178230095364,0.49412126481400087,0.5617140819967072,5.897888503668087
HD 93963 A b,2.8,1.46954368,1.0376109,0.02061,1.0844,1.0311,5908.0,0.11,2.8,0.4471580313422192,0.1671824993579607,0.01603452532061557,1.9053533679243886
TOI-815 c,23.5,2.62,34.976145,0.193,0.776,0.77,4869.0,-0.09,23.5,1.3710678622717363,0.41830129131974547,1.5437719407204706,8.969465648854962
HD 48948 c,7.27,2.6,38.06,0.1951,0.686,0.679,4593.0,-0.21,7.27,0.8615344108590378,0.414973347970818,1.5804687839510017,2.796153846153846
HD 48948 d,10.59,3.24,151.92,0.4894,0.686,0.679,4593.0,-0.21,10.59,1.024895960107485,0.5105450102066121,2.181614951728961,3.268518518518518
HIP 8152 c,10.7,2.52442508,19.60562,0.139,0.9373,0.9603,5618.0,0.007,10.7,1.0293837776852097,0.4021624862117777,1.2923805808020614,4.238588851288072
HIP 8152 b,8.9,2.53625843,10.751014,0.093,0.9373,0.9603,5618.0,0.007,8.9,0.9493900066449128,0.40419350354910005,1.0314494273992205,3.5091061284318728
TOI-1669 b,191.0,14.1,500.0,1.27,0.9867,1.0561,5497.0,0.274,191.0,2.2810333672477277,1.14921911265538,2.6989700043360187,13.546099290780143
TOI-329 b,40.4,4.94057819,5.70439,0.0638,1.0678,1.5326,5614.0,0.205,40.4,1.606381365110605,0.6937777768654838,0.7562092098763945,8.177180574081754
TOI-480 b,20.8,2.85372018,6.866196,0.077,1.2793,1.4877,6174.0,0.164,20.8,1.3180633349627615,0.4554113863540554,0.836716196483194,7.2887314410763295
TOI-1410 c,27.0,5.63,47.56,0.239,0.7941,0.7558,4635.0,0.328,27.0,1.4313637641589874,0.7505083948513462,1.677241845946654,4.7957371225577266
TOI-757 b,10.5,2.5,17.46819,0.122,0.8,0.78,5278.0,-0.27,10.5,1.021189299069938,0.3979400086720376,1.242247907058714,4.2
TOI-1855 b,360.09958513,18.49481816,1.36414864,0.02398,0.987,1.041,5359.0,0.399,360.09958513,2.5564226210217837,1.2670500657137642,0.13486169437818007,19.47029605886106
TOI-3261 b,30.3,3.82,0.8831331,0.01714,0.861,0.849,5068.0,0.138,30.3,1.481442628502305,0.5820633629117087,-0.053973837487710404,7.9319371727748695
TOI-669 b,10.0,2.58606487,3.945152,0.048,0.9245,0.9882,5597.0,0.001,10.0,1.0,0.4126394147167225,0.5960637404958963,3.866879023804225
HD 25463 b,8.7,2.54535814,7.0491423,0.076,1.251,1.4182,6353.0,-0.018,8.7,0.9395192526186185,0.4057488975894273,0.8481362776952682,3.417986594216561
HD 73344 b,10.48,2.884,15.611,0.131,1.2,1.22,6252.6,0.143,10.48,1.0203612826477078,0.4599952560473914,1.1934307237268453,3.633841886269071
TOI-2368 b,206.58846455,10.83908434,5.1750073,0.05649,0.897,0.846,5360.0,0.1,206.58846455,2.315106067802448,1.0349925955896588,0.713910966756488,19.05958640690861
TOI-2107 b,263.79757781,13.57407563,2.4545467,0.03515,0.961,0.932,5627.0,0.07,263.79757781,2.4212708035356667,1.1327102645990874,0.38997129936494346,19.433925742021227
TOI-1248 b,27.4,6.8084859,4.3601561,0.051,0.9042,0.8686,5205.0,0.223,27.4,1.437750562820388,0.8330505423994652,0.6395020379280033,4.024389622368168
TOI-837 b,120.45696625,9.16894621,8.3249113,0.0888,1.142,1.052,5995.0,0.01,120.45696625,2.080831921116849,0.9623194249306201,0.9203796148959833,13.137492956237988
Kepler-24 c,9.99,2.514,12.33,0.10612,1.06,1.099,6028.0,-0.0708,9.99,0.9995654882259823,0.40036527334993893,1.0909630765957317,3.973747016706444
Kepler-57 b,25.06,3.135,5.72,0.05988,0.859,0.826,5187.9,0.1166,25.06,1.3989810666581313,0.49623754516673524,0.7573960287930241,7.993620414673046
TOI-3894 b,260.61929374,15.27784069,4.33454,0.05354,1.138,1.502,6000.0,0.021,260.61929374,2.4160065635433092,1.1840619771005734,0.6369430150620986,17.05864716278829
TOI-3321 b,176.07693748,15.55806521,3.6525145,0.047,1.041,1.549,5850.0,-0.103,176.07693748,2.2457024758929554,1.1919555874566212,0.5625919487014714,11.317405802286132
TOI-1744.01,7.65,2.68,22.341702927,0.164086,1.18,1.14,6179.0,,7.65,0.8836614351536176,0.42813479402878885,1.3491162727909012,2.8544776119402986
K2-360 c,15.23,4.02,9.79692,0.0883,0.958,0.98,5679.0,0.01,15.23,1.1826999033360426,0.60422605308447,0.9910895616877149,3.788557213930349
WASP-132 b,136.0305582,10.09929161,7.1335164,0.0674,0.789,0.758,4686.0,0.15,136.0305582,2.133636480185535,1.0042909123314094,0.8533036640252737,13.469316804884299
TOI-469.01,9.1,3.41,13.6308205,0.111,0.901,0.98,5289.0,0.24,9.1,0.9590413923210935,0.5327543789924978,1.134521998747174,2.6686217008797652
K2-260 b,546.66486004,18.41635529,2.62669762,0.04392,1.637,1.755,6860.0,0.334,546.66486004,2.7377211580671417,1.2652036848151516,0.41941008058054896,29.68366169264972
K2-237 b,434.15360396,16.06246934,2.18053332,0.03552,1.256,1.236,6180.0,0.337,434.15360396,2.637643410503106,1.2058123116959754,0.3385627273688011,27.029069738289692
TOI-1772.01,8.78,2.905,8.054246874,0.078375,0.99,0.995,5583.0,0.1282,8.78,0.9434945159061026,0.4631461367263495,0.9060249372124045,3.0223752151462993
WASP-132 c,6.26,1.841,1.01153624,0.01833,0.789,0.758,4686.0,0.15,6.26,0.7965743332104297,0.2650537885040147,0.004981446721342207,3.400325909831613
BD-17 63 b,1639.99458012,12.8,655.57,1.34,0.741,0.74,4714.0,-0.03,1639.99458012,3.214842412786804,1.1072099696478683,2.816619071297846,128.124576571875
K2-261 b,68.96876432,9.26982704,11.6334681,0.1086,1.107,1.663,5490.0,0.372,68.96876432,1.838652445014419,0.9670716309865302,1.0657092033066236,7.440134969335956
K2-321 b,4.86,2.05124347,2.2979749,0.02839,0.578,0.595,3750.0,0.148,4.86,0.6866362692622934,0.3120172115151505,0.3613452807269276,2.3692945625806185
TOI-1777.01,5.67,2.246,14.650111974,0.119466,1.06,0.98,5859.0,,5.67,0.7535830588929066,0.351409751925439,1.1658409441102289,2.5244879786286734
HD 20794 d,4.8,2.04,89.68,0.3625,0.79,0.93,5368.0,-0.42,4.8,0.6812412373755872,0.3096301674258988,1.9526955995869169,2.3529411764705883
HD 175167 b,4703.8604236,12.3,1175.0,2.4,1.09,1.75,5635.0,0.28,4703.8604236,3.67245442655455,1.089905111439398,3.070037866607755,382.42767671544715
Kepler-289 d,5.33,3.03,66.0282,0.33,1.08,1.0,5990.0,0.05,5.33,0.7267272090265723,0.48144262850230496,1.8197294580980485,1.7590759075907592
Kepler-289 c,157.18,11.23,125.8723,0.50155,1.08,1.0,5990.0,0.05,157.18,2.196397284437343,1.0503797562614579,2.099930167909819,13.996438112199465
K2-167 b,6.5,2.36509493,9.978541,0.0932,1.084,1.499,6310.0,-0.456,6.5,0.8129133566428556,0.37384857710248215,0.9990670460999999,2.7483040606746383
K2-265 b,7.3418362,1.70824866,2.36902,0.03359,0.901,0.92,5420.0,0.033,7.3418362,0.8658046909511762,0.2325510887216184,0.3745687271866627,4.297873238197067
Kepler-289 b,3.7,2.49,34.5383,0.21183,1.08,1.0,5990.0,0.05,3.7,0.568201724066995,0.3961993470957364,1.5383009574703288,1.4859437751004017
KELT-24 b,1458.83238813,12.71098411,5.55149296,0.0665,1.268,1.338,6426.0,0.138,1458.83238813,3.164005396696854,1.1041791758095019,0.7444097934104361,114.76942898404741
TOI-3568 b,26.4,5.3,4.417965,0.0485,0.78,0.719,4969.0,-0.01,26.4,1.421603926869831,0.724275869600789,0.6452222709815283,4.981132075471698
K2-57 b,5.94,2.30905002,9.0073,0.0752,0.699,0.671,4413.0,0.08,5.94,0.7737864449811935,0.3634333409616503,0.954594627734857,2.5724864981487063
K2-54 b,7.33,2.6116925,9.7833,0.0761,0.615,0.643,3990.0,-0.02,7.33,0.865103974641128,0.4169220418929727,0.9904853711528234,2.8066091241599076
TOI-4638.01,8.92,2.933,10.283918787,0.093013,1.02,0.895,5700.0,,8.92,0.9503648543761231,0.4673120629805521,1.0121586383231154,3.041254688032731
TOI-5076 b,16.14568308,3.48935569,23.443162,0.1481,0.789,0.844,4780.0,0.082,16.14568308,1.2080564235618652,0.5427452418272397,1.3700161886829458,4.627124464918049
K2-77 b,603.877,2.4996027,8.2000844,0.0753,0.847,0.792,5160.0,0.13,603.877,2.7809484888510663,0.3978709851082159,0.9138183224161115,241.5891933546079
K2-180 b,11.41003981,2.46597575,8.865663,0.0756,0.735,0.719,5365.0,-0.578,11.41003981,1.0572871596884306,0.39198880150019577,0.9477112189527113,4.62698784041165
TOI-2458 c,10.22,3.18,16.553,0.129,1.05,1.31,6005.0,-0.1,10.22,1.0094508957986938,0.5024271199844327,1.2188767150527566,3.2138364779874213
K2-97 b,174.48779544,13.45077684,8.407115,0.0854,1.17,4.14,4673.0,0.328,174.48779544,2.2417650556022175,1.128747367430073,0.9246469881241723,12.972321042536903
K2-182 b,20.97667486,2.71257333,4.7369696,0.05174,0.823,0.789,5128.0,0.022,20.97667486,1.321736646660054,0.43338148745894195,0.6755005976064422,7.733127295769733
NGTS-33 b,1153.71711741,18.38272835,2.827972,0.048,1.6,1.47,7437.0,-0.11,1153.71711741,3.062099336195705,1.2644099694773963,0.45147510515820943,62.76092946833977
Kepler-105 b,10.8,2.53,5.4122034,0.06016,0.991,1.026,5933.0,-0.09,10.8,1.0334237554869496,0.40312052117581787,0.7333741097729057,4.2687747035573125
TOI-2537 b,415.40172795,11.25381662,94.1022,0.3715,0.771,0.771,4870.0,0.08,415.40172795,2.6184682987411825,1.0512998340833943,1.9735997768458697,36.91207542974874
K2-98 b,34.00763955,5.06645928,10.1367349,0.0986,1.246,1.518,6260.0,-0.044,34.00763955,1.5315764888575727,0.7047045565024206,1.005898088797743,6.712308867110839
K2-114 b,638.83509807,10.59248676,11.390931,0.0944,0.863,0.832,4899.0,0.42,638.83509807,2.8053887685800816,1.0249979298302108,1.0565592211501267,60.31020973114721
TOI-4994 b,88.99195396,8.54124329,21.491984,0.1515,1.005,1.055,5640.0,0.165,88.99195396,1.9493507425018117,0.9315210925491697,1.3322765085803387,10.41908665266459
Kepler-105 c,5.6,1.44,7.12592,0.07229,0.991,1.026,5933.0,-0.09,5.6,0.7481880270062004,0.15836249209524964,0.8528409423830043,3.888888888888889
TOI-2295 c,1783.01736327,12.8,966.5,2.018,1.168,1.459,5730.0,0.316,1783.01736327,3.251155572415754,1.1072099696478683,2.985201858364572,139.29823150546875
TOI-5110 b,921.7023803,11.98240037,30.158577,0.2157,1.469,2.333,6160.0,0.065,921.7023803,2.9645907090585486,1.0785438266528415,1.479410845963407,76.9213472959592
TOI-2537 c,2297.89938261,12.7,1920.0,2.78,0.771,0.771,4870.0,0.08,2297.89938261,3.3613310084541235,1.1038037209559568,3.2833012287035497,180.93695926062992
